id,archivo_origen,offset_inicio,offset_fin,longitud_original_bytes,texto_original,texto_traducido,notas,estado
e1_00894,e1.bin,720506,721252,746,"<FF02><FF04><FF1B>Brown<FF03>For saying I'm your pet. You're gonna<FF03>pay royally for that one.<FF02><FF04><FF1B>Brown<FF03>Now let's get this showdown started.<FF02><FF01><FF1B>Ayase<FF03>And you know what?<FF02><FF04><FF1B>Ayase<FF03>We don't even need all 12 Mirror Shards.<FF03>Eight or so should do the job just fine.<FF02><FF04><FF1B>Ayase<FF03>I like, don't care too much about what<FF03>happens to Toro or Tsutomu!<FF02><FF04><FF1B>Ayase<FF03>But seeing a jerk like you act like<FF03>some stuck-up celeb",,,pendiente
e1_00895,e1.bin,721258,721516,258,<FF02><FF04><FF1B>Ayase<FF03>Now that totally pisses me off. Get it?<FF02><FF01> <FF1B>Michiko<FF03><0056>shriek<0056> Silence. Silence. SILENCE.<FF02><FF04><FF1B>Michiko<FF03>Let me be clear on this,,,pendiente
e1_00896,e1.bin,721522,721744,222,"<FF02><FF04><FF1B>Michiko<FF03>You're saying that I am inferior to that<FF03>hideous pair?<FF02><FF04><FF1B>Michiko<FF03>I, the lovely Michiko?<FF02><FF04><FF1B>Michiko<FF03>Oh",,,pendiente
e1_00897,e1.bin,721764,721992,228, This is outrageous.<FF02><FF04><FF1B>Michiko<FF03>My magnificent plans were simply too<FF03>sophisticated for you mangy curs.<FF02><FF04><FF1B>Michiko<FF03>Oh,,,pendiente
e1_00898,e1.bin,722012,722374,362,<FF02><FF04><FF1B>Michiko<FF03>I knew I should have slain you all as<FF03>soon as you entered this tower.<FF02><FF04><FF1B>Michiko<FF03>Ohhhhh.<FF02><FF01>  <FF1B>Nanjo<FF03>Will you cease those <0028>oh<0028>s of yours?<FF02><FF04><FF1B>Nanjo<FF03>Hmph! You sound like a seal,,,pendiente
e1_00899,e1.bin,722380,723074,694,"<FF02><FF04><FF1B>Nanjo<FF03>Regardless, it's just as Yuka said!<FF02><FF04><FF1B>Nanjo<FF03>A Mirror Shard or two either way has no<FF03>impact whatsoever on our victory.<FF02><FF04><FF1B>Nanjo<FF03>We cannot allow your ilk to continue<FF03>these ruthless, selfish acts.<FF02><FF04><FF1B>Nanjo<FF03>Today marks the end of your tyranny.<FF02><FF01>  <FF1B>Elly<FF03>Give in, Michiko!<FF02><FF04><FF1B>Elly<FF03>The more you squall, the more prominent<FF03>your unsightliness becomes",,,pendiente
e1_00900,e1.bin,723080,723194,114,<FF02><FF04><FF1B>Elly<FF03>You should see yourself in a mirror!<FF02><FF04><FF1B>Elly<FF03>Ahaha,,,pendiente
e1_00901,e1.bin,723200,723720,520," I, for one, would be ashamed to<FF03>look that way in public!<FF02><FF04><FF1B>Elly<FF03>Ayase is right!<FF02><FF04><FF1B>Elly<FF03>A failure to acquire a couple of Mirror<FF03>Shards in this tower won't hurt a bit!<FF02><FF04><FF1B>Elly<FF03>Let's draw a line under this conversation,<FF03>shall we?<FF02><FF04><FF1B>Elly<FF03>However much we explain it",,,pendiente
e1_00902,e1.bin,723726,724384,658,"<FF02><FF04><FF1B>Elly<FF03>You'll never understand our reasons for<FF03>coming directly here!<FF02><FF04><FF1B>Elly<FF03>Now, en garde.<FF02><FF01><FF1B>Michiko<FF03>No. I won't succumb to the human heart.<FF02><FF04><FF1B>Michiko<FF03>Kindness.<FF02><FF04><FF1B>Michiko<FF03>Friendship.<FF02><FF04><FF1B>Michiko<FF03>Trust.<FF02><FF04><FF1B>Michiko<FF03>Such things simply do not exist in<FF03>this world.<FF02><FF04><FF1B>Michiko<FF03>I'll prove it to you with your defeat.<FF02><FF04><FF1B>Michiko<FF03>Lord Nemesis",,,pendiente
e1_00903,e1.bin,724390,724502,112, Be the shield which<FF03>protects me.<FF02><FF04><FF1B>Michiko<FF03>Lord Nemesis,,,pendiente
e1_00904,e1.bin,724508,724978,470," Be the sword which<FF03>vanquishes my foe.<FF02><FF04><FF1B>Michiko<FF03>Heed my call.<FF02><FF04><FF1B>Michiko<FF03>Go. Nemesis.<FF02><FF01>   <FF1B>Yukino<FF03>Getting your Persona out, huh?<FF02><FF04><FF1B>Yukino<FF03>Okay, guys, battle stations. This one's<FF03>for Toro and Tsutomu.<FF02><FF01> <FF1B>Yukino<FF03>Looks like Michiko's room",,,pendiente
e1_00905,e1.bin,724984,725334,350,<FF02><FF04><FF1B>Yukino<FF03>But talk about bad taste!<FF02><FF04><FF1B>Yukino<FF03>What are these faces on the walls?<FF02><FF01>   <FF1B>Michiko<FF03>Ohohohohoho.<FF02><FF04><FF1B>Michiko<FF03>These faces are all that's left of those<FF03>who didn't obey me,,,pendiente
e1_00906,e1.bin,725340,725448,108,<FF02><FF04><FF1B>Michiko<FF03>These faces are your future.<FF02><FF04><FF1B>Michiko<FF03>Hmhm,,,pendiente
e1_00907,e1.bin,725454,726382,928," Five new faces for my collection!<FF03>Truly a red-letter day.<FF02><FF04><FF1B>Michiko<FF03>Ohohohohoho.<FF02><FF04><FF1B>Michiko<FF03>So, what do you think of my collection?<FF03>I hope you appreciate it!<FF02><FF04><FF1B>Michiko<FF03>Dirty thieves who value material objects<FF03>over friends should pay special attention!<FF02><FF04><FF1B>Michiko<FF03>Oh yes, don't think I didn't notice you<FF03>accepted my gift of the Mirror Shard!<FF02><FF04><FF1B>Michiko<FF03>Ohohohohohoho.<FF02><FF04><FF1B>Michiko<FF03>I can't believe you fell so easily into<FF03>my trap.<FF02><FF04><FF1B>Michiko<FF03>Lured by a single Mirror Shard",,,pendiente
e1_00908,e1.bin,726388,726668,280,<FF02><FF04><FF1B>Michiko<FF03>Thereby throwing away your only chance<FF03>of defeating me.<FF02><FF04><FF1B>Michiko<FF03>Ohohohohoho!<FF02><FF01>   <FF1B>Nanjo<FF03>Eh? A trap.?<FF02><FF04><FF1B>Nanjo<FF03><0056>gasp<0056> That letter,,,pendiente
e1_00909,e1.bin,726676,727444,768," What was that<FF03>all about? Answer me.<FF02><FF01><FF1B>Brown<FF03>Huh? We fell into your trap?<FF03>Whaddaya mean?<FF02><FF04><FF1B>Brown<FF03>Hey, you better explain this to us.<FF02><FF01><FF1B>Ayase<FF03>Whatever, ugly.<FF02><FF04><FF1B>Ayase<FF03>You're just bluffing 'cause we got the<FF03>Mirror Shard and you're outta luck.<FF02><FF04><FF1B>Ayase<FF03>You're such a liar. Just let us beat<FF03>you already.<FF02><FF01>   <FF1B>Michiko<FF03>Hohohohohoho.<FF02><FF04><FF1B>Michiko<FF03>Allow me to tell you how this Nemesis<FF03>Tower works",,,pendiente
e1_00910,e1.bin,727450,727514,64,"<FF02><FF04><FF1B>Michiko<FF03>Anger, hatred despair",,,pendiente
e1_00911,e1.bin,727520,727686,166,"<FF02><FF04><FF1B>Michiko<FF03>The tower absorbs those negative emotions<FF03>as energy, allowing it to grow",,,pendiente
e1_00912,e1.bin,727692,727920,228,<FF02><FF04><FF1B>Michiko<FF03>You might say the tower is a living thing!<FF02><FF04><FF1B>Michiko<FF03>By tapping into the energy stored within<FF03>the tower,,,pendiente
e1_00913,e1.bin,727926,728136,210,<FF02><FF04><FF1B>Michiko<FF03>There's no limit to how strong I can<FF03>become.<FF02><FF04><FF1B>Michiko<FF03>Do you understand now?<FF02><FF04><FF1B>Michiko<FF03>Hmhmhm,,,pendiente
e1_00914,e1.bin,728142,728284,142,<FF02><FF04><FF1B>Michiko<FF03>The anguish and rage that hideous pair<FF03>felt as they suffered,,,pendiente
e1_00915,e1.bin,728290,728466,176,<FF02><FF04><FF1B>Michiko<FF03>The hatred and despair that filled their<FF03>hearts as their friends forsook them,,,pendiente
e1_00916,e1.bin,728472,728876,404,<FF02><FF04><FF1B>Michiko<FF03>Hahahahah.<FF02><FF04><FF1B>Michiko<FF03>Those emotions have fueled the incredible<FF03>power I wield.<FF02><FF04><FF1B>Michiko<FF03>Ohohoho.<FF02><FF04><FF1B>Michiko<FF03>Low-born fools. Curse your own<FF03>selfish nature.<FF02><FF01>  <FF1B>Nanjo<FF03>Her power is indeed immense,,,pendiente
e1_00917,e1.bin,728884,729210,326,"<FF02><FF04><FF1B>Nanjo<FF03>Why, she's merely standing there, and I<FF03>can feel her strength from here.<FF02><FF04><FF1B>Nanjo<FF03>It must be true, then, that Kenta and<FF03>Tsutomu's anger and hatred fuel her",,,pendiente
e1_00918,e1.bin,729216,729344,128,<FF02><FF04><FF1B>Nanjo<FF03>How could I have let this happen.?<FF02><FF01>   <FF1B>Elly<FF03>What.? Ngh,,,pendiente
e1_00919,e1.bin,729350,729394,44, This malevolent force,,,pendiente
e1_00920,e1.bin,729402,729668,266,<FF02><FF04><FF1B>Elly<FF03>It's coming from Michiko.? But she's<FF03>only standing in place.<FF02><FF04><FF1B>Elly<FF03>The anger and hatred those two felt as<FF03>they were tortured,,,pendiente
e1_00921,e1.bin,729674,729830,156,<FF02><FF04><FF1B>Elly<FF03>Their emotions must have enhanced her<FF03>power beyond what we can imagine,,,pendiente
e1_00922,e1.bin,729838,729986,148,"<FF02><FF04><FF1B>Elly<FF03>We've been utterly outfoxed.<FF02><FF01>   <FF1B>Michiko<FF03>Now, presumptuous whelps",,,pendiente
e1_00923,e1.bin,729992,730142,150,<FF02><FF04><FF1B>Michiko<FF03>For your crimes in defying the Snow Queen<FF03>and making light of me,,,pendiente
e1_00924,e1.bin,730148,730736,588,<FF02><FF04><FF1B>Michiko<FF03>I'll add you to the ranks of those who<FF03>have betrayed me.<FF02><FF04><FF1B>Michiko<FF03>Show me your anger. Your regret.<FF03>Your despair. Your hatred.<FF02><FF04><FF1B>Michiko<FF03>All your most negative emotions.<FF02><FF04><FF1B>Michiko<FF03>Bare your human nature and face me.<FF02><FF04><FF1B>Michiko<FF03>You'll no doubt make a splendid feast.<FF02><FF04><FF1B>Michiko<FF03>Hmhmhmhm,,,pendiente
e1_00925,e1.bin,730742,730882,140,<FF02><FF04><FF1B>Michiko<FF03>Hahahahahahaha. Ohohohohohohohohoho.<FF02><FF04><FF1B>Michiko<FF03>Lord Nemesis,,,pendiente
e1_00926,e1.bin,730888,731000,112, Be the shield which<FF03>protects me.<FF02><FF04><FF1B>Michiko<FF03>Lord Nemesis,,,pendiente
e1_00927,e1.bin,731006,731206,200, Be the sword which<FF03>vanquishes my foe.<FF02><FF04><FF1B>Michiko<FF03>Heed my call.<FF02><FF04><FF1B>Michiko<FF03>Go. Nemesis.<FF02><FF01>  <FF1B>Yukino<FF03>Tch,,,pendiente
e1_00928,e1.bin,731212,731554,342," She's getting her Persona ready.<FF02><FF04><FF1B>Yukino<FF03>No use crying over spilt milk, guys.<FF02><FF04><FF1B>Yukino<FF03>Concentrate. We've gotta defeat her<FF03>somehow.<FF02><FF01>   <FF1B>Yukino<FF03>Looks like Michiko's room",,,pendiente
e1_00929,e1.bin,731560,731910,350,<FF02><FF04><FF1B>Yukino<FF03>But talk about bad taste!<FF02><FF04><FF1B>Yukino<FF03>What are these faces on the walls?<FF02><FF01>   <FF1B>Michiko<FF03>Ohohohohoho.<FF02><FF04><FF1B>Michiko<FF03>These faces are all that's left of those<FF03>who didn't obey me,,,pendiente
e1_00930,e1.bin,731916,732024,108,<FF02><FF04><FF1B>Michiko<FF03>These faces are your future.<FF02><FF04><FF1B>Michiko<FF03>Hmhm,,,pendiente
e1_00931,e1.bin,732030,733144,1114," Five new faces for my collection!<FF03>Truly a red-letter day.<FF02><FF04><FF1B>Michiko<FF03>Ohohohohoho.<FF02><FF04><FF1B>Michiko<FF03>So, what do you think of my collection?<FF03>I hope you appreciate it!<FF02><FF04><FF1B>Michiko<FF03>Well? What took you so long in getting<FF03>here? I grew weary of waiting!<FF02><FF04><FF1B>Michiko<FF03>Ohohohohohoho.<FF02><FF04><FF1B>Michiko<FF03>I must say, I can't believe you fell so<FF03>easily into my trap.<FF02><FF04><FF1B>Michiko<FF03>Removing the tower's time restriction<FF03>turned out to be a very good move!<FF02><FF04><FF1B>Michiko<FF03>As a result of that, you threw away<FF03>your only chance of defeating me.<FF02><FF04><FF1B>Michiko<FF03>It's too funny. I can't stop laughing.<FF03>Ohohohohoho",,,pendiente
e1_00932,e1.bin,733150,734012,862,"<FF02><FF01>   <FF1B>Nanjo<FF03>Eh? A trap.?<FF02><FF04><FF1B>Nanjo<FF03>What are you talking about? What have<FF03>you done.?<FF02><FF01>  <FF1B>Brown<FF03>Huh? We fell into your trap?<FF03>Whaddaya mean?<FF02><FF04><FF1B>Brown<FF03>Hey, you better explain this to us.<FF02><FF01><FF1B>Ayase<FF03>Whatever, ugly.<FF02><FF04><FF1B>Ayase<FF03>You're just bluffing 'cause we actually<FF03>got to you and now you're outta luck.<FF02><FF04><FF1B>Ayase<FF03>You're such a liar. Just let us beat<FF03>you already.<FF02><FF01><FF1B>Michiko<FF03>Hohohohohoho.<FF02><FF04><FF1B>Michiko<FF03>Allow me to tell you how this Nemesis<FF03>Tower works",,,pendiente
e1_00933,e1.bin,734018,734082,64,"<FF02><FF04><FF1B>Michiko<FF03>Anger, hatred despair",,,pendiente
e1_00934,e1.bin,734088,734254,166,"<FF02><FF04><FF1B>Michiko<FF03>The tower absorbs those negative emotions<FF03>as energy, allowing it to grow",,,pendiente
e1_00935,e1.bin,734260,734488,228,<FF02><FF04><FF1B>Michiko<FF03>You might say the tower is a living thing!<FF02><FF04><FF1B>Michiko<FF03>By tapping into the energy stored within<FF03>the tower,,,pendiente
e1_00936,e1.bin,734494,734704,210,<FF02><FF04><FF1B>Michiko<FF03>There's no limit to how strong I can<FF03>become.<FF02><FF04><FF1B>Michiko<FF03>Do you understand now?<FF02><FF04><FF1B>Michiko<FF03>Hmhmhm,,,pendiente
e1_00937,e1.bin,734710,734852,142,<FF02><FF04><FF1B>Michiko<FF03>The anguish and rage that hideous pair<FF03>felt as they suffered,,,pendiente
e1_00938,e1.bin,734858,735036,178,<FF02><FF04><FF1B>Michiko<FF03>The doubt and despair that filled their<FF03>hearts as their friends never returned,,,pendiente
e1_00939,e1.bin,735042,735604,562,<FF02><FF04><FF1B>Michiko<FF03>Hahahahah.<FF02><FF04><FF1B>Michiko<FF03>Those emotions have fueled the incredible<FF03>power I wield.<FF02><FF04><FF1B>Michiko<FF03>Bask in its immensity.<FF02><FF04><FF1B>Michiko<FF03>I'd never have gained this much if you<FF03>hadn't spent so long reaching here!<FF02><FF04><FF1B>Michiko<FF03>I can't thank you enough.<FF02><FF01>   <FF1B>Nanjo<FF03>Her power is indeed immense,,,pendiente
e1_00940,e1.bin,735612,735938,326,"<FF02><FF04><FF1B>Nanjo<FF03>Why, she's merely standing there, and I<FF03>can feel her strength from here.<FF02><FF04><FF1B>Nanjo<FF03>It must be true, then, that Kenta and<FF03>Tsutomu's anger and hatred fuel her",,,pendiente
e1_00941,e1.bin,735944,736072,128,<FF02><FF04><FF1B>Nanjo<FF03>How could I have let this happen.?<FF02><FF01>   <FF1B>Elly<FF03>What.? Ngh,,,pendiente
e1_00942,e1.bin,736078,736122,44, This malevolent force,,,pendiente
e1_00943,e1.bin,736130,736396,266,<FF02><FF04><FF1B>Elly<FF03>It's coming from Michiko.? But she's<FF03>only standing in place.<FF02><FF04><FF1B>Elly<FF03>The anger and hatred those two felt as<FF03>they were tortured,,,pendiente
e1_00944,e1.bin,736402,736558,156,<FF02><FF04><FF1B>Elly<FF03>Their emotions must have enhanced her<FF03>power beyond what we can imagine,,,pendiente
e1_00945,e1.bin,736566,736790,224,<FF02><FF04><FF1B>Elly<FF03>We've been utterly outfoxed.<FF02><FF04><FF1B>Elly<FF03>If only I'd been more suspicious about<FF03>the lack of a time limitation,,,pendiente
e1_00946,e1.bin,736798,736874,76,"<FF02><FF01>   <FF1B>Michiko<FF03>Now, presumptuous whelps",,,pendiente
e1_00947,e1.bin,736880,737030,150,<FF02><FF04><FF1B>Michiko<FF03>For your crimes in defying the Snow Queen<FF03>and making light of me,,,pendiente
e1_00948,e1.bin,737036,737624,588,<FF02><FF04><FF1B>Michiko<FF03>I'll add you to the ranks of those who<FF03>have betrayed me.<FF02><FF04><FF1B>Michiko<FF03>Show me your anger. Your regret.<FF03>Your despair. Your hatred.<FF02><FF04><FF1B>Michiko<FF03>All your most negative emotions.<FF02><FF04><FF1B>Michiko<FF03>Bare your human nature and face me.<FF02><FF04><FF1B>Michiko<FF03>You'll no doubt make a splendid feast.<FF02><FF04><FF1B>Michiko<FF03>Hmhmhmhm,,,pendiente
e1_00949,e1.bin,737630,737770,140,<FF02><FF04><FF1B>Michiko<FF03>Hahahahahahaha. Ohohohohohohohohoho.<FF02><FF04><FF1B>Michiko<FF03>Lord Nemesis,,,pendiente
e1_00950,e1.bin,737776,737888,112, Be the shield which<FF03>protects me.<FF02><FF04><FF1B>Michiko<FF03>Lord Nemesis,,,pendiente
e1_00951,e1.bin,737894,738094,200, Be the sword which<FF03>vanquishes my foe.<FF02><FF04><FF1B>Michiko<FF03>Heed my call.<FF02><FF04><FF1B>Michiko<FF03>Go. Nemesis.<FF02><FF01>  <FF1B>Yukino<FF03>Tch,,,pendiente
e1_00952,e1.bin,738100,742616,4516," She's getting her Persona ready.<FF02><FF04><FF1B>Yukino<FF03>No use crying over spilt milk, guys.<FF02><FF04><FF1B>Yukino<FF03>Concentrate. We've gotta defeat her<FF03>somehow.<FF02><FF01><1D00> <5816> <5018> <6821> <A824> <6827> <D029> <282D> <C02F> <C833> <D036> <B037> <A038> <303E> <E03E> <A03F> <F040> <E846> <E048> <404B> <6051> <5052> <E857> <8858> <4859> <985A> <3061> <2863> <2866> <186B>                                                                                                                                                                                                                                                                                                                                                                                                                                    <FFFF><2600><FFFF><FFFF><FFFF><8500><FFFF><FFFF><FFFF><FFFF><A400><FFFF><FFFF>`<FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF> <FFFF><EA2F> <D810> <F810> <E010> <F810> <E810> <F810> <F010> <F810> <D80C> <0200><100B>` <F810>  <FFFF><FF00>                                                                                                                                                                                                   <FFFF> <FFFF><FFFF><0301>`g<0680>  <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF><0301>`e<0580>  <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF><0301>`d<0980>  <FFFF><FFFF>  <FF00>   <8900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0380>  <2800> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`e<0780>  <2900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`c<0680>  <FFFF> <FFFF><FFFF><0201>`m<0680>  <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>     <FF00> <FF00> <FF00> <FF00> <FF00> <FF00> <FF00> <FF00><FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>        ",,carácter repetido dominante (probable relleno gráfico),revisar
e1_00953,e1.bin,743916,744472,556,"<FF4D><1E00><FF6C><1000><FF73><0600><FF77><0601><FF4D><4000><FF66><0600><FF26><AD00><1812> <FF24><AD00><FF22> <2013> <FF26><AE00><3012> <FF24><AE00><FF22> <2013>   <FF26><AF00><4812> <FF24><AF00><FF22> <2013>   <FF26><B000><6012> <FF24><B000><FF22> <2013>   <FF26><B100><7812> <FF24><B100><FF22> <2013>   <FF26><B200><9012> <FF24><B200><FF22> <2013>   <FF26><B300><A812> <FF24><B300><FF22> <2013>   <FF26><B400><C012> <FF24><B400><FF22> <2013>   <FF26><B500><D812> <FF24><B500><FF22> <2013>   <FF26><B600><F012> <FF24><B600><FF22> <2013>   <FF26><B700><0813> <FF24><B700><FF22> <2013>   <FF26><B800><2013> <FF24><B800><FF24><B900><FF22> <2013> <FF61> <FF2D>,<FF81><7D00><FF60> <FF55> <A82C> <FF3C><6A00>` <FF26><9100><6813> <FF26><9300><6813> <FF55> <E82C> <FF3C><6C00><0200> <FF22> <8013> <FF55> <282D> <FF3C><6C00>` <FF22> <8013> <FF67><0401><FF55> <682D> <FF68> <FF61> <FF78> <FF4D><3C00><FF26><9100><B013> <FF22> <E013>   <FF26><9200><C013> <FF22> <E013> <FF26><9300><D013> <FF22> <E013> <FF24><9400><FF22> <E013>   <FF60> <FF55> <A02F> <FF61> <FF8A> <FF2B><0A01><0200> <FF21> <FF1B>Yukino<FF03>Hmph",,carácter repetido dominante (probable relleno gráfico),revisar
e1_00954,e1.bin,744478,744644,166," game, set, and match.<FF02><FF04><FF1B>Yukino<FF03>Or do you wanna go another few rounds?<FF02><FF01> <FF1B>Michiko<FF03>I",,,pendiente
e1_00955,e1.bin,744650,744714,64, I lost.?<FF02><FF04><FF1B>Michiko<FF03>Unbelievable,,,pendiente
e1_00956,e1.bin,744720,744948,228," Inconceivable.<FF02><FF04><FF1B>Michiko<FF03>And to a pack of crude delinquents,<FF03>no less.<FF02><FF04><FF1B>Michiko<FF03>Oh. How can this be?<FF02><FF04><FF1B>Michiko<FF03>Oh",,,pendiente
e1_00957,e1.bin,744956,745396,440," Ohhhhh.<FF02><FF01><FF1B>Nanjo<FF03>You are so tiresome!<FF02><FF04><FF1B>Nanjo<FF03>You lost, and we won! That's an<FF03>indisputable fact!<FF02><FF04><FF1B>Nanjo<FF03>It won't change no matter how much you<FF03>squall and twist that unsightly face!<FF02><FF04><FF1B>Nanjo<FF03>Now go away, as befits a loser",,,pendiente
e1_00958,e1.bin,745402,745420,18,<FF02><FF04><FF1B>Nanjo<FF03>,,baja densidad de texto (posible mezcla con datos),revisar
e1_00959,e1.bin,745426,745466,40,Please! I beg of you,,,pendiente
